FBG1,FBG2,FBG3,Strain,Temperature,Combined_Target
0.984110319,0.667919999,0.634671273,7.025122048,5.780849287,1.1611991453966937
0.165954895,0.881927758,0.427489688,5.075573434,4.140009293,0.07341609927052775
0.162233406,0.01260752,0.559755684,3.192813116,2.588881667,-0.9702291779933909
0.527399622,0.719353622,0.890258053,7.630864336,6.178442485,1.4761602929923163
0.079406585,0.73149649,0.187411944,3.281023675,2.602407806,-0.9334659113008407
0.858177053,0.819063514,0.540793755,6.824580212,5.529951485,1.0324592454080923
0.710242799,0.314350113,0.471167899,4.567928401,3.63674141,-0.22542502707192336
0.821636898,0.459265197,0.357798265,4.842220035,3.748523373,-0.09680653287671484
0.494212447,0.828249252,0.335208047,5.324706196,4.171706822,0.17591217722782976
0.173761593,0.71201402,0.825978213,6.615296474,5.374314719,0.9198927160582063
0.100637479,0.239874113,0.14197199,1.653283656,1.199606212,-1.8484215562787607
0.347941412,0.450350979,0.748826337,5.86033972,4.74849349,0.5006191355159759
0.651147585,0.620928567,0.352374947,4.800022556,3.99574321,-0.06235134606963955
0.841447553,0.471287167,0.979104938,8.162532764,6.286336157,1.703151355680013
0.634142138,0.126264742,0.676177562,5.048199191,3.81782683,-0.0032235992306278195
0.325104015,0.686327197,0.069641148,3.220581052,2.46754815,-0.9844200760546801
0.174881437,0.855737259,0.227179557,3.979569137,3.26578916,-0.5282232083141593
0.837041125,0.279276088,0.64288191,5.908126258,4.536593595,0.4755629636774219
0.694150574,0.512654753,0.305310677,4.530334339,3.507793784,-0.2663625951356672
0.212644376,0.033189355,0.303946401,2.099892831,1.41697987,-1.6317462098177193
0.653162791,0.938304818,0.871204482,8.500664893,6.771489467,1.9329612312732856
0.766064777,0.788447343,0.664984903,7.197543238,5.749593226,1.2212231642264917
0.260286858,0.907195031,0.670732312,6.715873533,5.404713213,0.9648821088679571
0.560440631,0.110989469,0.447055544,3.703163376,2.836536827,-0.7227817582521768
0.460358271,0.86456361,0.54664822,6.050941502,5.206406779,0.6679959071871306
0.380400549,0.976800329,0.110720593,4.133086404,3.264319963,-0.4693726476091691
0.422548428,0.042024675,0.739904121,4.652106911,3.829617563,-0.1534237262704368
0.918076552,0.28003733,0.858341677,6.998973375,5.488142962,1.091078369552159
0.29221823,0.910770162,0.753961904,7.080897615,5.817058851,1.1901180888749583
0.804906777,0.018006556,0.962810357,6.599782085,5.111598131,0.8600215064677953
0.726670992,0.304751095,0.829394665,6.319458408,5.28341844,0.7872565984696795
0.281521198,0.87275384,0.11258039,3.758564661,3.015751762,-0.6646710941846259
0.703685977,0.540698477,0.09653447,3.330341813,2.683550996,-0.8978174631340932
0.241893828,0.012404036,0.468767965,2.940810822,2.410973124,-1.1038244564191753
0.301265261,0.598357484,0.297237808,3.874346142,3.125394768,-0.5975671485008145
0.299919112,0.743193199,0.048142836,3.112092996,2.522588855,-1.0149307799345095
0.902894995,0.852263874,0.667804683,7.615216734,6.279696103,1.4909021293131488
0.59322157,0.892302498,0.18533018,4.917948025,3.758713794,-0.06553722690993068
0.078969162,0.23951017,0.794578279,4.953532694,3.955091373,-0.011541408027642135
0.034670267,0.582806835,0.995437516,6.85330305,5.431783077,1.023388342267037
0.855696094,0.521445689,0.063640909,3.580982077,2.828505065,-0.7715072282761336
0.831373514,0.598978508,0.114932997,4.092333267,3.211466427,-0.49591760062246926
0.093857285,0.909626819,0.669200263,6.191907086,4.941631841,0.66799596455677
0.829286799,0.8789789,0.571772352,7.239927626,5.650583154,1.2172435538991349
0.517446352,0.43042741,0.316946588,4.075855963,3.255131694,-0.4933090573034321
0.434595961,0.773879656,0.601923431,6.3075091,5.082905924,0.7415195175350957
0.89252329,0.443380014,0.607089579,6.07767427,4.869329328,0.6091487172598151
0.631307553,0.591697162,0.702633773,6.58701719,5.261051674,0.8857617524865534
0.237433468,0.512363778,0.104224803,2.403768129,2.024534607,-1.3900266115768887
0.384511328,0.487667069,0.65222426,5.55038419,4.54049004,0.33852018574578246
0.950531053,0.600651067,0.743593916,7.466045227,5.881764652,1.3517935102275889
0.506266059,0.634104031,0.070932216,3.08252366,2.651572241,-0.999864697620268
0.254391581,0.361853093,0.472493355,3.840630832,3.290796539,-0.5766277370414724
0.045648746,0.140024098,0.276814308,1.867127433,1.448053445,-1.7150589735940986
0.971532691,0.331347007,0.482041058,5.317225719,4.369709705,0.21364791806053554
0.196097713,0.610780071,0.280683216,3.507004023,2.790783468,-0.8077499736055672
0.206992578,0.516572628,0.005505799,2.030129911,1.786907849,-1.5827401125380478
0.007664033,0.219068809,0.036721363,0.881288666,0.668785963,-2.254771785626815
0.108025754,0.338860649,0.80258568,5.226134941,4.195263098,0.1427638548257958
0.572048643,0.512667726,0.293488823,4.073965431,3.124696556,-0.520794795259501
0.931753719,0.397015041,0.087092767,3.594887109,2.693059778,-0.7939345311292401
0.617066516,0.113838393,0.345223143,3.467304638,2.487107676,-0.8853422551637555
0.507411939,0.874222525,0.49354658,6.056868205,4.860095907,0.5992377716929601
0.702258766,0.992816839,0.13148912,4.979196957,4.04765563,0.017335835762717952
0.274731526,0.394576076,0.421828179,3.891452937,3.181629353,-0.5794398161426999
0.411021075,0.907611003,0.714032644,7.079235443,5.762450032,1.1782752530263743
0.607905214,0.309372718,0.823790384,6.248940783,5.011218818,0.7042466789066257
0.955060511,0.821198283,0.001565105,4.455506712,3.382294955,-0.3209391977505028
0.63640137,0.051135381,0.25760722,2.523309378,2.024793981,-1.3439128004188667
0.0595247,0.603795453,0.686589913,5.495215559,4.525007839,0.3140870858863956
0.114487638,0.383838883,0.456236509,3.668942522,2.882754597,-0.7264863895103704
0.369053022,0.121025,0.41894779,3.154770681,2.69755402,-0.9625944560174963
0.751178048,0.071007665,0.080180014,2.107355744,1.600700169,-1.5911825214701925
0.354771292,0.941725712,0.668572647,6.873825888,5.560990597,1.0578014877851156
0.678669957,0.361919991,0.593660791,5.238283712,4.404484593,0.1903643397423779
0.010131184,0.636096046,0.913286948,6.644479068,5.385773925,0.933487828204552
0.612573468,0.873698593,0.723973055,7.470240558,5.987917652,1.3751861072758509
0.120558416,0.902453307,0.066443844,3.324996189,2.663921965,-0.9039038667643075
0.533967473,0.142137124,0.011706611,1.648034347,1.197528416,-1.850870411136388
0.42203426,0.295040708,0.486000494,4.057076866,3.348450887,-0.4814014792585516
0.577199887,0.043739072,0.123003295,1.947980656,1.55629106,-1.6617015832511135
0.558642396,0.343167353,0.729173488,5.765890181,4.612998914,0.43643147239623203
0.652291649,0.845604363,0.692492827,7.388537597,5.924308317,1.3306562904931343
0.429931077,0.672966622,0.275381174,4.042945151,3.592673842,-0.4367470106921505
0.306313499,0.78898516,0.446419516,5.201770629,4.255742175,0.14578260731754555
0.798380341,0.822422374,0.857562338,8.291557425,6.715041081,1.8408099959518118
0.916635236,0.430985221,0.318866818,4.76378652,3.575992096,-0.16242070034548406
0.582198747,0.371172423,0.601074167,5.330290016,3.942452832,0.13103482145027334
0.705585863,0.688405018,0.374552887,5.278388626,4.316440461,0.18775596080519202
0.166860202,0.430529338,0.142594144,2.267061753,1.887507802,-1.4708106343011509
0.890097035,0.345877461,0.154459747,3.579058652,2.766199926,-0.7850295409474233
0.02544776,0.645822386,0.636902317,5.083210043,4.224689896,0.09372984031401146
0.340604167,0.071711889,0.409628895,3.028686844,2.322661179,-1.0880810226613686
0.311217495,0.67712064,0.605779249,5.645772437,4.695522865,0.40707759471280247
0.364593728,0.217892554,0.988035966,6.032346128,5.052376929,0.629233415008121
0.454001621,0.688274236,0.140552968,3.638108582,2.889207563,-0.7370433044077989
0.4855897,0.02753672,0.505455118,3.477210766,2.918063445,-0.7931196057061294
0.964017407,0.384206713,0.038996013,3.112507435,2.540813836,-1.0110324429871118
0.030955791,0.38798676,0.160024936,1.90225388,1.709154,-1.647962525794993
0.023352096,0.756213614,0.458523009,4.618900926,3.711913144,-0.19036410148133526
0.289244772,0.900083183,0.11613896,3.992297977,3.083648268,-0.5606827869699516
0.955918829,0.313966717,0.888403672,7.327074619,5.780826549,1.2775402425120068
0.602942876,0.82670736,0.984013163,8.545423309,6.908518231,1.9783170605899354
0.288405438,0.961135485,0.389481895,5.453217226,4.441357153,0.2807446574128043
0.385511905,0.340387104,0.541407607,4.453314128,3.568001472,-0.2836884320923781
0.154145043,0.553711485,0.541704812,4.608488568,3.598679549,-0.21760469382072517
0.761901813,0.833649962,0.44044135,6.111523996,4.945465637,0.6378099052136433
0.302333249,0.259334897,0.194623837,2.180607494,1.959714311,-1.4893100947784321
0.057647582,0.342447979,0.270247692,2.454885191,1.993844481,-1.376626358429593
0.966417386,0.557708826,0.347277039,5.358151795,4.20836796,0.1963197652431337
0.580467601,0.139196701,0.444043749,3.789081685,3.093505802,-0.636962175002533
0.626234321,0.488897832,0.401778801,4.686459449,3.697513942,-0.16728686737277132
0.993848389,0.880314762,0.623405958,7.651096249,6.030903,1.4536898213442146
0.569377361,0.62066048,0.201312108,4.06812132,3.194902561,-0.508644629227463
0.395137743,0.039459533,0.475546037,3.154671081,2.545122202,-0.9939024978039481
0.543024584,0.227749736,0.964028847,6.667045403,5.143401973,0.892463027049219
0.909454611,0.722143235,0.533386629,6.55205037,5.285548675,0.8773139217544004
0.86996916,0.130652344,0.790509794,6.009200798,4.842774341,0.5773176538556662
0.124820814,0.794210663,0.275767568,3.864432938,3.274899294,-0.5707176549037674
0.877090581,0.944042094,0.148795969,5.280147076,4.301623091,0.18539389560099587
0.462675605,0.980987378,0.483407436,6.38288177,5.261452367,0.8071882499208951
0.863547523,0.588731522,0.375329908,5.42150196,4.234181835,0.22602472941027452
0.285783556,0.203223091,0.761798191,5.088069552,4.01176069,0.051922244211181405
0.386540507,0.511275462,0.49232548,4.820749055,3.776379999,-0.09936507378580764
0.577279029,0.865577146,0.980739344,8.54461923,6.86818281,1.9697328840292216
0.407584209,0.827518922,0.764527795,7.087285234,5.679794031,1.1644209846197326
0.573528951,0.956047144,0.200474516,4.939551998,4.004433491,-0.006806351410607452
0.10926421,0.853961967,0.439149817,5.109220895,4.091348079,0.07639855075880152
0.846968854,0.893090205,0.062457594,4.565817427,3.987916747,-0.15419875775484548
0.883464763,0.448319055,0.510432489,5.753418906,4.416120395,0.3912387450524022
0.626592511,0.926382607,0.019116094,4.217208702,3.290647131,-0.43155864797062593
0.476843468,0.687722042,0.722706958,6.813349873,5.319085838,0.9848753635904366
0.692532432,0.134435129,0.299395588,3.244379534,2.612048709,-0.9456075935110402
0.358715525,0.804437208,0.278759872,4.595774252,3.690560878,-0.2036552481944653
0.210704964,0.957448019,0.008863285,3.566235594,2.873540213,-0.7679507643249801
0.997820856,0.676821299,0.828469299,8.106687937,6.260022521,1.6762357633272071
0.294619396,0.014315278,0.737869519,4.168028194,3.190502376,-0.47105202204814567
0.834144597,0.740476132,0.142850287,4.415968023,3.624220557,-0.28654560137985147
0.753427922,0.768922782,0.658540516,7.177597972,5.79634092,1.2231277873879707
0.766115933,0.84592144,0.613604114,6.949701735,5.561829152,1.0872093351155547
0.088604714,0.48762781,0.077649335,1.991107625,1.3618107,-1.6849797193066363
0.407543031,0.407106489,0.066009844,2.410186069,1.950238087,-1.4027947976893544
0.348820534,0.110998099,0.80823521,5.090328968,4.05803261,0.0622849843576707
0.947688026,0.072316475,0.955115207,6.930446001,5.313763216,1.028901958408695
0.522576599,0.299565678,0.076862075,2.350389594,1.741673435,-1.468619741227575
0.500624268,0.794515544,0.707086477,7.048114137,5.4685968,1.106003190093361
0.050226011,0.072901835,0.402873283,2.238292304,1.880140268,-1.4834071967085047
0.295290494,0.232384323,0.281004499,2.625056938,2.085283017,-1.2922996656278434
0.803482743,0.929228054,0.405102695,6.342897176,5.198111419,0.7787880512212417
0.906111002,0.321495701,0.476436986,5.241913221,3.783191035,0.06431147891037661
0.226028998,0.640476042,0.978981115,7.358431557,5.770472876,1.2874984885324035
0.603493096,0.357814084,0.647817446,5.564638206,4.278439242,0.29025566063410235
0.122920678,0.88865908,0.503083951,5.545587718,4.392730454,0.30636084132362795
0.449349742,0.585864788,0.624783863,5.662409077,4.58401726,0.3906137667162777
0.071775806,0.682617221,0.24193168,3.567784089,2.861717862,-0.7697793332797704
0.713952633,0.822534794,0.803958508,8.067626048,6.157166288,1.640084979223045
0.552500967,0.520169892,0.142875961,3.453453618,2.705229175,-0.8459340503357707
0.77534615,0.27140938,0.496695423,5.026577447,3.88415801,0.002052388713137218
0.284274093,0.133828363,0.629557697,3.952159439,3.464877578,-0.4979437378724234
0.054332035,0.748645234,0.317586795,3.890088935,3.175281721,-0.5812675266022449
0.000134693,0.511129139,0.046851909,1.694386,1.497878382,-1.7713971906383668
0.276169558,0.706976487,0.062689622,3.058864618,2.252067763,-1.090934624432352
0.839338492,0.003819923,0.246823869,2.819242025,2.016657402,-1.2315557113057207
0.740904056,0.31627015,0.101892388,3.015830017,2.394078448,-1.0783844587819782
0.360233919,0.270393286,0.842711902,5.882260822,4.586625673,0.4758602322311458
0.313347918,0.788932472,0.891872145,7.522374265,6.127692904,1.4239471311131782
0.43381742,0.909943144,0.377318054,5.512429643,4.297515916,0.2740524713014043
0.964078416,0.089289525,0.687019267,5.532334405,4.469408716,0.31698386789303806
0.49381404,0.387648805,0.632711879,5.229448794,4.427572373,0.19169634244670714
0.703857092,0.00436327,0.166953089,2.380531326,1.776476727,-1.4498662868731307
0.713046051,0.666385414,0.966047505,8.333420768,6.627380781,1.8389578985146595
0.76103779,0.950772708,0.702540502,7.883194259,6.329506069,1.6043748706461096
0.298052209,0.105364922,0.781823863,4.779527546,3.680697926,-0.1348762862044268
0.644149221,0.048186012,0.360050466,3.030528022,2.66244802,-1.0176681654554034
0.956799815,0.500401146,0.432729136,5.471363506,4.356033368,0.27023341536899836
0.457699605,0.208882724,0.368707171,3.576725145,2.734033227,-0.7925273025195884
0.369813256,0.05235502,0.767567629,4.606484158,3.599574518,-0.21819342302616843
0.416504432,0.822179887,0.850348001,7.570236512,5.963652403,1.4087379446158188
0.211994055,0.657353482,0.472281804,4.858201974,3.994010744,-0.04028955010465369
0.880156738,0.215740679,0.6778132,5.671109248,4.536109377,0.3841382808304645
0.607752122,0.295301478,0.136600904,2.802884243,2.34161304,-1.1711975741582141
0.65163976,0.738597458,0.315627344,5.191000168,4.078639595,0.10530203335215842
0.644832604,0.395130908,0.713206883,6.042342279,4.623713931,0.5451496761786754
0.199215275,0.890215003,0.287409596,4.792963846,3.763205565,-0.11277361723041004
0.367785988,0.058091952,0.111512212,1.300548967,1.083968479,-2.008056019817923
0.515861903,0.267592677,0.835480226,6.117775817,4.85456433,0.6215714271641166
0.014693389,0.379094049,0.337345547,2.836116483,2.321678478,-1.1624821640390428
0.019327631,0.124368399,0.413642675,2.557165849,1.840171321,-1.3687407690944378
0.492864584,0.404289747,0.530937678,4.897417518,3.890201435,-0.04647466131640612
0.595131675,0.009923821,0.464095159,3.467194991,2.993510017,-0.781501786188711
0.963499241,0.51903228,0.677542267,6.894706299,5.502297277,1.0538066764613945
0.311863858,0.773991378,0.772921482,6.624519115,5.488708384,0.9469128721496811
0.521296048,0.976013823,0.125550215,4.658709389,3.831713829,-0.15044969108748105
0.016947665,0.770158212,0.807155537,6.409963498,5.200506023,0.805120694191443
0.120207229,0.265582833,0.017552363,1.188790791,0.935430803,-2.081588542290717
0.293308611,0.773141874,0.517960528,5.601657314,4.335497195,0.3162243384156045
0.348095593,0.371739295,0.001353626,1.854939184,1.480290932,-1.7131420884952533
0.299800528,0.646458742,0.974194444,7.424758441,6.066169762,1.373713866059373
0.847060827,0.023594965,0.898560605,6.169602738,4.840214856,0.6385972971475925
0.783198413,0.780376124,0.457995759,6.126281916,5.100170547,0.6752322636295185
0.398005293,0.302915729,0.065694859,2.151905529,1.607906095,-1.5725387680906022
0.228235363,0.246603635,0.48407707,3.760300521,2.80639346,-0.7069497371920503
0.747444407,0.473809828,0.057844449,3.181729502,2.636832186,-0.9646633135233933
0.957789801,0.942724319,0.785189543,8.67430055,6.905574248,2.0273710032146735
0.991327902,0.544482333,0.96276835,8.339483115,6.775222574,1.8716218628158479
0.075605041,0.365680748,0.225381268,2.492434351,1.89995864,-1.3814178590471828
0.195833084,0.140802949,0.622413642,3.992684905,3.12942895,-0.5511423096811502
0.781321856,0.578298399,0.14696271,4.226474201,3.254935641,-0.4353143543572054
0.81112377,0.635954707,0.388165706,5.383107884,4.388324953,0.24285177366494903
0.674130296,0.259904979,0.345192208,3.816135781,2.842173547,-0.6780958956745002
0.917485843,0.290504506,0.469988268,5.079571136,3.870318727,0.0196324876015877
0.890141137,0.70772135,0.062203226,4.27911141,3.446268985,-0.3757827655735625
0.147303044,0.007841591,0.63092179,3.451173048,2.751032045,-0.8374168387626882
0.447673425,0.134274851,0.957934121,6.0005459,4.786560619,0.5624512133954207
0.529659724,0.241893294,0.500603571,4.376157939,3.265779704,-0.37541496986588596
0.679620333,0.076239218,0.274703815,3.033590931,2.200870172,-1.1111754708159356
0.806965491,0.45966487,0.546577142,5.634183893,4.343739116,0.33044793637604125
0.432816002,0.043899943,0.16574978,1.961625012,1.411844907,-1.6860757534709925
0.445541639,0.209185465,0.049979029,1.885554688,1.331348478,-1.731899447609856
0.843649664,0.981192529,0.793142874,8.610020935,6.794368526,1.9797907390197134
0.853784922,0.24197713,0.960626976,7.244595898,5.721315768,1.2335522886076205
0.196925704,0.95142981,0.994819294,8.277643087,6.689637322,1.8302373491262078
0.711722806,0.981143732,0.56953978,7.128405398,6.00792245,1.247576888574494
0.259541783,0.436995886,0.593560935,4.800879048,3.704857788,-0.12169318687308553
0.073081562,0.622343265,0.981177837,6.703843747,5.706129956,1.0220791338357258
0.19010765,0.792595116,0.907898794,7.385140182,5.995554597,1.3439625969949138
0.943701593,0.960135604,0.521459639,7.21895887,5.823820681,1.2447017744477271
0.977307908,0.757310207,0.161671436,5.185245601,4.02624672,0.09233692701062342
0.476900106,0.718331175,0.247340316,4.312483309,3.454776036,-0.3611790677749674
0.640615184,0.666600479,0.162699744,4.073363825,3.296791806,-0.4857232052730315
0.565085312,0.771626911,0.498895665,5.87675629,4.923191006,0.5427818478277191
0.012103117,0.009038469,0.357029344,1.807664473,1.529428847,-1.7212774846517873
0.926194068,0.22867678,0.634363689,5.852090055,4.549298644,0.45657787423696466
0.222075871,0.32166999,0.84804209,5.400591293,4.486426207,0.2697126936770916
0.728861442,0.095399277,0.428702021,4.01512736,2.898192774,-0.5899304646133428
0.029169764,0.480890147,0.662434012,4.846982374,3.874869238,-0.0690531231464563
0.118502624,0.288884939,0.397836626,2.972141027,2.6119736,-1.0505195958536742
0.919531025,0.993255015,0.044911299,4.935852351,3.889362486,-0.03183738371322809
0.761007923,0.371724066,0.392458186,4.76711828,3.535145859,-0.16951607920678924
0.754264973,0.918426432,0.950928595,8.923901528,7.243804692,2.19292925339254
0.577122586,0.357121159,0.787549086,6.048019028,4.810217642,0.5855961207274468
0.251001383,0.564074029,0.358578462,4.100848615,3.141748648,-0.5069383545958231
0.656631074,0.240398913,0.191592946,3.026278902,2.309955818,-1.091615191335277
0.918239087,0.101803683,0.505957908,4.577886203,3.519137728,-0.24571323892898375
0.220852783,0.038929963,0.036018818,0.760252045,0.475267171,-2.341106766137394
0.175221772,0.866770355,0.282478744,4.260573059,3.630016312,-0.3452321156278374
0.950459171,0.581622293,0.43661419,5.938938309,4.495464269,0.47899798113072783
0.580088835,0.516698385,0.758776254,6.61029119,5.037197017,0.8488082365066191
0.282496066,0.353050392,0.894094303,6.147815439,4.81974479,0.6260032002227877
0.946456513,0.892558227,0.419447994,6.703993785,5.402067865,0.9597620435364278
0.780365503,0.476335733,0.497539852,5.653556279,4.331854816,0.3354744073063984
0.204680109,0.591130303,0.186135898,3.113399249,2.482931405,-1.0225627434732711
0.331564699,0.855030202,0.207075809,4.145411637,3.467661669,-0.4229103421396377
0.071158285,0.069007593,0.940784521,5.098209342,3.867823748,0.026302183714510246
0.506920438,0.409412072,0.810878581,6.505074701,5.076895726,0.816410867525721
0.835825928,0.332191033,0.693618057,6.034839293,4.897032208,0.5983268459489055
0.771122816,0.654650687,0.151595075,4.22802679,3.358760393,-0.4134176496383952
0.875883084,0.539094553,0.282472426,4.823056561,3.892043164,-0.0747489743200424
0.425228185,0.03757109,0.127866801,1.597113163,1.130487599,-1.884243588723478
0.765546751,1.16e-05,0.416565828,3.51572719,2.927403426,-0.7763627977086548
0.522510181,0.05463442,0.973078163,6.186500223,4.82811334,0.6426256011529091
0.226125331,0.30419872,0.303942512,3.116563455,2.281799586,-1.0626034584967283
0.230416662,0.001473822,0.729344794,4.131591907,3.264701361,-0.46987025481994393
0.9668455,0.224293483,0.663047192,5.831400579,4.652464249,0.46976924165850026
0.741896327,0.848425379,0.422629197,5.987318724,5.046453016,0.6106686200713859
0.302930906,0.325295134,0.712621333,5.170651477,4.010451613,0.08347345727064809
0.816779467,0.181613968,0.370941008,4.143493611,3.086716228,-0.5017960313955647
0.901940197,0.80669352,0.984858403,9.195769741,7.412707995,2.332331773251204
0.75424826,0.393195201,0.590637834,5.641030908,4.417358235,0.34818829943385754
0.661014254,0.078455816,0.544496959,4.220953588,3.455702066,-0.39625654621431633
0.709320828,0.167321304,0.780631717,5.714547793,4.774754971,0.4498310930961358
0.583772781,0.952221786,0.042422298,4.319797542,3.385723325,-0.3725261938414311
0.265326138,0.601553879,0.296559912,3.909490636,3.156249786,-0.5776960168109333
0.714424164,0.759005283,0.102515964,4.063871017,3.263844081,-0.49613974564422914
0.513854464,0.508890556,0.36928077,4.559768344,3.595604496,-0.23700796289152393
0.932924863,0.82750632,0.697209382,7.891822716,6.27693302,1.59691474645796
0.714326636,0.461716144,0.920994521,7.558733773,5.957062226,1.4029539080546718
0.694595427,0.728981062,0.861690904,7.750375784,6.246552203,1.536181352755139
0.274071589,0.807070904,0.195240603,3.80897649,3.043638714,-0.6395261497871625
0.345341952,0.335610454,0.978525468,6.575245678,5.321466144,0.8936194007173084
0.856537224,0.701169862,0.727056762,7.502146283,5.739617221,1.336543718894634
0.562072794,0.947090667,0.496258753,6.626347437,5.164135822,0.8810349524439055
0.38051771,0.163035337,0.786205652,5.251777583,4.217305703,0.15716604788288058
0.734443932,0.384355039,0.025193414,2.723651922,2.182516924,-1.2343634592251718
0.838997328,0.011417983,0.70369978,5.128110583,4.296674333,0.12579732303158786
0.97025711,0.437661328,0.234973405,4.551365286,3.59194352,-0.24099676461060526
0.70487101,0.817128142,0.546430316,6.496807484,5.220458296,0.8426756535226332
0.967035275,0.051668722,0.504795598,4.775901562,3.601638448,-0.1524915775307601
0.718453947,0.862640471,0.179255612,4.892668903,3.946567476,-0.03674150041372857
0.800003482,0.552707076,0.396553682,5.399954808,4.009769964,0.17168680738492623
0.131715029,0.865295759,0.157273208,3.713576504,2.895864881,-0.7065989817522751
0.309787859,0.290045532,0.871414034,5.833082936,4.619375665,0.4636297238933304
